id,title,category,text,source,source_type,date
572,SEBI Regulation 572,Risk Management,SEBI mandates that all designated persons must comply with transaction monitoring. Failure may result in penalties up to Rs. 43 crores.,SEBI,synthetic,2023-05-26
573,SEBI Regulation 573,Corporate Governance,SEBI mandates that all stock brokers must comply with risk assessment reports. Failure may result in penalties up to Rs. 40 crores.,SEBI,synthetic,2022-10-01
574,SEBI Regulation 574,Corporate Governance,Non-compliance with insider trading restrictions by listed companies may attract penalties and legal action.,SEBI,synthetic,2022-05-02
575,SEBI Regulation 575,IPO Regulations,The regulation states that portfolio managers should maintain transaction monitoring for transparency and compliance.,SEBI,synthetic,2020-07-11
576,SEBI Regulation 576,Mutual Funds,"Under SEBI guidelines, portfolio managers are required to disclose financial disclosures within 4 days.",SEBI,synthetic,2020-08-02
577,SEBI Regulation 577,Corporate Governance,The regulation states that listed companies should maintain transaction monitoring for transparency and compliance.,SEBI,synthetic,2021-05-22
578,SEBI Regulation 578,Mutual Funds,Non-compliance with risk assessment reports by mutual fund houses may attract penalties and legal action.,SEBI,synthetic,2020-10-27
579,SEBI Regulation 579,KYC Norms,SEBI mandates that all designated persons must comply with financial disclosures. Failure may result in penalties up to Rs. 43 crores.,SEBI,synthetic,2022-08-08
580,SEBI Regulation 580,Risk Management,"Under SEBI guidelines, portfolio managers are required to disclose transaction monitoring within 10 days.",SEBI,synthetic,2021-10-25
581,SEBI Regulation 581,Insider Trading,"Under SEBI guidelines, market intermediaries are required to disclose transaction monitoring within 4 days.",SEBI,synthetic,2020-04-05
582,SEBI Regulation 582,Insider Trading,SEBI mandates that all listed companies must comply with transaction monitoring. Failure may result in penalties up to Rs. 24 crores.,SEBI,synthetic,2020-11-25
583,SEBI Regulation 583,KYC Norms,"As per SEBI circular, portfolio managers must ensure transaction monitoring to avoid violations.",SEBI,synthetic,2024-02-11
584,SEBI Regulation 584,KYC Norms,"Under SEBI guidelines, portfolio managers are required to disclose KYC documentation within 6 days.",SEBI,synthetic,2020-12-16
585,SEBI Regulation 585,Insider Trading,"As per SEBI circular, listed companies must ensure risk assessment reports to avoid violations.",SEBI,synthetic,2020-09-13
586,SEBI Regulation 586,Mutual Funds,"As per SEBI circular, listed companies must ensure KYC documentation to avoid violations.",SEBI,synthetic,2021-02-18
587,SEBI Regulation 587,KYC Norms,The regulation states that market intermediaries should maintain transaction monitoring for transparency and compliance.,SEBI,synthetic,2024-05-06
588,SEBI Regulation 588,Corporate Governance,The regulation states that designated persons should maintain financial disclosures for transparency and compliance.,SEBI,synthetic,2022-06-30
589,SEBI Regulation 589,Risk Management,"As per SEBI circular, stock brokers must ensure audit records to avoid violations.",SEBI,synthetic,2023-03-16
590,SEBI Regulation 590,Insider Trading,"Under SEBI guidelines, stock brokers are required to disclose transaction monitoring within 8 days.",SEBI,synthetic,2024-01-29
591,SEBI Regulation 591,Insider Trading,"Under SEBI guidelines, market intermediaries are required to disclose KYC documentation within 9 days.",SEBI,synthetic,2021-11-29
592,SEBI Regulation 592,Risk Management,"Under SEBI guidelines, market intermediaries are required to disclose KYC documentation within 1 days.",SEBI,synthetic,2021-09-15
593,SEBI Regulation 593,Risk Management,"As per SEBI circular, mutual fund houses must ensure risk assessment reports to avoid violations.",SEBI,synthetic,2022-08-14
594,SEBI Regulation 594,IPO Regulations,"Under SEBI guidelines, portfolio managers are required to disclose risk assessment reports within 10 days.",SEBI,synthetic,2024-06-02
595,SEBI Regulation 595,Stock Brokers,"Under SEBI guidelines, mutual fund houses are required to disclose insider trading restrictions within 8 days.",SEBI,synthetic,2021-05-20
596,SEBI Regulation 596,Risk Management,"As per SEBI circular, listed companies must ensure risk assessment reports to avoid violations.",SEBI,synthetic,2024-07-02
597,SEBI Regulation 597,Risk Management,"As per SEBI circular, listed companies must ensure audit records to avoid violations.",SEBI,synthetic,2023-11-29
598,SEBI Regulation 598,Insider Trading,"As per SEBI circular, market intermediaries must ensure risk assessment reports to avoid violations.",SEBI,synthetic,2022-12-27
599,SEBI Regulation 599,Corporate Governance,"Under SEBI guidelines, designated persons are required to disclose KYC documentation within 1 days.",SEBI,synthetic,2022-06-29
600,SEBI Regulation 600,Insider Trading,"As per SEBI circular, listed companies must ensure transaction monitoring to avoid violations.",SEBI,synthetic,2020-05-16
601,SEBI Regulation 601,Risk Management,"Under SEBI guidelines, stock brokers are required to disclose financial disclosures within 3 days.",SEBI,synthetic,2024-07-26
602,SEBI Regulation 602,Compliance Reporting,SEBI mandates that all mutual fund houses must comply with transaction monitoring. Failure may result in penalties up to Rs. 14 crores.,SEBI,synthetic,2024-11-06
603,SEBI Regulation 603,Compliance Reporting,Non-compliance with financial disclosures by market intermediaries may attract penalties and legal action.,SEBI,synthetic,2021-04-03
604,SEBI Regulation 604,Compliance Reporting,Non-compliance with risk assessment reports by portfolio managers may attract penalties and legal action.,SEBI,synthetic,2023-07-04
605,SEBI Regulation 605,Insider Trading,"As per SEBI circular, mutual fund houses must ensure financial disclosures to avoid violations.",SEBI,synthetic,2021-08-22
606,SEBI Regulation 606,Compliance Reporting,SEBI mandates that all portfolio managers must comply with risk assessment reports. Failure may result in penalties up to Rs. 36 crores.,SEBI,synthetic,2020-12-26
607,SEBI Regulation 607,Compliance Reporting,"Under SEBI guidelines, portfolio managers are required to disclose risk assessment reports within 10 days.",SEBI,synthetic,2024-02-22
608,SEBI Regulation 608,Mutual Funds,Non-compliance with audit records by portfolio managers may attract penalties and legal action.,SEBI,synthetic,2022-05-02
609,SEBI Regulation 609,Insider Trading,SEBI mandates that all listed companies must comply with insider trading restrictions. Failure may result in penalties up to Rs. 39 crores.,SEBI,synthetic,2024-11-08
610,SEBI Regulation 610,KYC Norms,"As per SEBI circular, stock brokers must ensure financial disclosures to avoid violations.",SEBI,synthetic,2020-07-25
611,SEBI Regulation 611,Stock Brokers,The regulation states that mutual fund houses should maintain financial disclosures for transparency and compliance.,SEBI,synthetic,2024-04-02
612,SEBI Regulation 612,Risk Management,The regulation states that designated persons should maintain KYC documentation for transparency and compliance.,SEBI,synthetic,2022-01-02
613,SEBI Regulation 613,IPO Regulations,The regulation states that mutual fund houses should maintain audit records for transparency and compliance.,SEBI,synthetic,2022-02-08
614,SEBI Regulation 614,Risk Management,"Under SEBI guidelines, portfolio managers are required to disclose audit records within 2 days.",SEBI,synthetic,2022-05-24
615,SEBI Regulation 615,IPO Regulations,"As per SEBI circular, designated persons must ensure audit records to avoid violations.",SEBI,synthetic,2021-01-14
616,SEBI Regulation 616,Insider Trading,"Under SEBI guidelines, mutual fund houses are required to disclose insider trading restrictions within 3 days.",SEBI,synthetic,2021-12-12
617,SEBI Regulation 617,Risk Management,The regulation states that listed companies should maintain transaction monitoring for transparency and compliance.,SEBI,synthetic,2023-09-30
618,SEBI Regulation 618,Risk Management,SEBI mandates that all designated persons must comply with financial disclosures. Failure may result in penalties up to Rs. 7 crores.,SEBI,synthetic,2020-04-11
619,SEBI Regulation 619,IPO Regulations,The regulation states that listed companies should maintain transaction monitoring for transparency and compliance.,SEBI,synthetic,2024-11-16
620,SEBI Regulation 620,Mutual Funds,"As per SEBI circular, market intermediaries must ensure KYC documentation to avoid violations.",SEBI,synthetic,2023-04-06
621,SEBI Regulation 621,Insider Trading,"As per SEBI circular, portfolio managers must ensure KYC documentation to avoid violations.",SEBI,synthetic,2022-03-12
622,SEBI Regulation 622,Compliance Reporting,"Under SEBI guidelines, stock brokers are required to disclose financial disclosures within 1 days.",SEBI,synthetic,2021-04-08
623,SEBI Regulation 623,Corporate Governance,SEBI mandates that all listed companies must comply with KYC documentation. Failure may result in penalties up to Rs. 15 crores.,SEBI,synthetic,2024-09-08
624,SEBI Regulation 624,KYC Norms,"Under SEBI guidelines, designated persons are required to disclose insider trading restrictions within 9 days.",SEBI,synthetic,2024-11-29
625,SEBI Regulation 625,Stock Brokers,The regulation states that portfolio managers should maintain risk assessment reports for transparency and compliance.,SEBI,synthetic,2021-05-19
626,SEBI Regulation 626,KYC Norms,Non-compliance with financial disclosures by market intermediaries may attract penalties and legal action.,SEBI,synthetic,2024-07-31
627,SEBI Regulation 627,KYC Norms,The regulation states that mutual fund houses should maintain transaction monitoring for transparency and compliance.,SEBI,synthetic,2021-01-31
628,SEBI Regulation 628,IPO Regulations,"As per SEBI circular, mutual fund houses must ensure risk assessment reports to avoid violations.",SEBI,synthetic,2022-10-24
629,SEBI Regulation 629,Compliance Reporting,"Under SEBI guidelines, mutual fund houses are required to disclose risk assessment reports within 10 days.",SEBI,synthetic,2024-08-16
630,SEBI Regulation 630,Risk Management,SEBI mandates that all mutual fund houses must comply with insider trading restrictions. Failure may result in penalties up to Rs. 1 crores.,SEBI,synthetic,2021-09-23
631,SEBI Regulation 631,Stock Brokers,SEBI mandates that all portfolio managers must comply with financial disclosures. Failure may result in penalties up to Rs. 21 crores.,SEBI,synthetic,2023-10-17
632,SEBI Regulation 632,KYC Norms,SEBI mandates that all listed companies must comply with KYC documentation. Failure may result in penalties up to Rs. 30 crores.,SEBI,synthetic,2021-11-20
633,SEBI Regulation 633,Insider Trading,Non-compliance with financial disclosures by stock brokers may attract penalties and legal action.,SEBI,synthetic,2022-08-27
634,SEBI Regulation 634,Stock Brokers,The regulation states that listed companies should maintain KYC documentation for transparency and compliance.,SEBI,synthetic,2020-08-01
635,SEBI Regulation 635,Risk Management,The regulation states that listed companies should maintain risk assessment reports for transparency and compliance.,SEBI,synthetic,2021-07-14
636,SEBI Regulation 636,IPO Regulations,Non-compliance with transaction monitoring by stock brokers may attract penalties and legal action.,SEBI,synthetic,2024-08-26
637,SEBI Regulation 637,Compliance Reporting,The regulation states that portfolio managers should maintain audit records for transparency and compliance.,SEBI,synthetic,2020-08-31
